surah_no,ayah_no_surah,surah_name_ar,ayah_ar,label,ayah_en
37,116,سورة الصافات,وَنَصَرۡنَٰهُمۡ فَكَانُواْ هُمُ ٱلۡغَٰلِبِينَ,joy,we helped them so it was they who prevailed
37,118,سورة الصافات,وَهَدَيۡنَٰهُمَا ٱلصِّرَٰطَ ٱلۡمُسۡتَقِيمَ,joy,and guided them to the straight path
37,134,سورة الصافات,إِذۡ نَجَّيۡنَٰهُ وَأَهۡلَهُۥٓ أَجۡمَعِينَ,joy,remember when we delivered him and all of his family
37,146,سورة الصافات,وَأَنۢبَتۡنَا عَلَيۡهِ شَجَرَةٗ مِّن يَقۡطِينٖ,joy,and caused a squash plant to grow over him
37,148,سورة الصافات,فَـَٔامَنُواْ فَمَتَّعۡنَٰهُمۡ إِلَىٰ حِينٖ,joy,who then believed in him so we allowed them enjoyment for a while
37,173,سورة الصافات,وَإِنَّ جُندَنَا لَهُمُ ٱلۡغَٰلِبُونَ,joy,and that our forces will certainly prevail
37,180,سورة الصافات,سُبۡحَٰنَ رَبِّكَ رَبِّ ٱلۡعِزَّةِ عَمَّا يَصِفُونَ,joy,glorified is your lordthe lord of honour and powerabove what they claim
37,182,سورة الصافات,وَٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ,joy,and praise be to allahlord of all worlds
37,9,سورة الصافات,دُحُورٗاۖ وَلَهُمۡ عَذَابٞ وَاصِبٌ,sadness,fiercely driven away and they will suffer an everlasting torment
37,25,سورة الصافات,مَا لَكُمۡ لَا تَنَاصَرُونَ,sadness,then they will be asked what is the matter with you that you can no longer help each other
37,29,سورة الصافات,قَالُواْ بَل لَّمۡ تَكُونُواْ مُؤۡمِنِينَ,sadness,the misleaders will reply no you disbelieved on your own
37,31,سورة الصافات,فَحَقَّ عَلَيۡنَا قَوۡلُ رَبِّنَآۖ إِنَّا لَذَآئِقُونَ,sadness,the decree of our lord has come to pass against us all we will certainly taste the punishment
37,32,سورة الصافات,فَأَغۡوَيۡنَٰكُمۡ إِنَّا كُنَّا غَٰوِينَ,sadness,we caused you to deviate for we ourselves were deviant
37,56,سورة الصافات,قَالَ تَٱللَّهِ إِن كِدتَّ لَتُرۡدِينِ,sadness,he will then say by allah you nearly ruined me
37,70,سورة الصافات,فَهُمۡ عَلَىٰٓ ءَاثَٰرِهِمۡ يُهۡرَعُونَ,sadness,so they rushed in their footsteps
37,71,سورة الصافات,وَلَقَدۡ ضَلَّ قَبۡلَهُمۡ أَكۡثَرُ ٱلۡأَوَّلِينَ,sadness,and surely most of the earlier generations had strayed before them
37,75,سورة الصافات,وَلَقَدۡ نَادَىٰنَا نُوحٞ فَلَنِعۡمَ ٱلۡمُجِيبُونَ,sadness,indeed noah cried out to us and how excellent are we in responding
37,90,سورة الصافات,فَتَوَلَّوۡاْ عَنۡهُ مُدۡبِرِينَ,sadness,so they turned their backs on him and went away
37,99,سورة الصافات,وَقَالَ إِنِّي ذَاهِبٌ إِلَىٰ رَبِّي سَيَهۡدِينِ,sadness,he later said i am leaving in obedience to my lord he will guide me
37,107,سورة الصافات,وَفَدَيۡنَٰهُ بِذِبۡحٍ عَظِيمٖ,sadness,and we ransomed his son with a great sacrifice
37,124,سورة الصافات,إِذۡ قَالَ لِقَوۡمِهِۦٓ أَلَا تَتَّقُونَ,sadness,remember when he said to his people will you not fear allah
37,141,سورة الصافات,فَسَاهَمَ فَكَانَ مِنَ ٱلۡمُدۡحَضِينَ,sadness,then to save it from sinking he drew straws with other passengers he lost and was thrown overboard
37,142,سورة الصافات,فَٱلۡتَقَمَهُ ٱلۡحُوتُ وَهُوَ مُلِيمٞ,sadness,then the whale engulfed him while he was blameworthy
37,144,سورة الصافات,لَلَبِثَ فِي بَطۡنِهِۦٓ إِلَىٰ يَوۡمِ يُبۡعَثُونَ,sadness,he would have certainly remained in its belly until the day of resurrection
37,145,سورة الصافات,۞فَنَبَذۡنَٰهُ بِٱلۡعَرَآءِ وَهُوَ سَقِيمٞ,sadness,but we cast him onto the open shore totally worn out
37,153,سورة الصافات,أَصۡطَفَى ٱلۡبَنَاتِ عَلَى ٱلۡبَنِينَ,sadness,has he chosen daughters over sons
37,178,سورة الصافات,وَتَوَلَّ عَنۡهُمۡ حَتَّىٰ حِينٖ,sadness,and turn away from them for a while
36,7,سورة يس,لَقَدۡ حَقَّ ٱلۡقَوۡلُ عَلَىٰٓ أَكۡثَرِهِمۡ فَهُمۡ لَا يُؤۡمِنُونَ,anger,the decree of torment has already been justified against most of them for they will never believe
36,14,سورة يس,إِذۡ أَرۡسَلۡنَآ إِلَيۡهِمُ ٱثۡنَيۡنِ فَكَذَّبُوهُمَا فَعَزَّزۡنَا بِثَالِثٖ فَقَالُوٓاْ إِنَّآ إِلَيۡكُم مُّرۡسَلُونَ,anger,we sent them two messengers but they rejected both so we reinforced the two with a third and they declared we have indeed been sent to you as messengers
36,20,سورة يس,وَجَآءَ مِنۡ أَقۡصَا ٱلۡمَدِينَةِ رَجُلٞ يَسۡعَىٰ قَالَ يَٰقَوۡمِ ٱتَّبِعُواْ ٱلۡمُرۡسَلِينَ,anger,then from the farthest end of the city a man came rushing he advised o my people follow the messengers
36,29,سورة يس,إِن كَانَتۡ إِلَّا صَيۡحَةٗ وَٰحِدَةٗ فَإِذَا هُمۡ خَٰمِدُونَ,anger,all it took was one mighty blast and they were extinguished at once
36,31,سورة يس,أَلَمۡ يَرَوۡاْ كَمۡ أَهۡلَكۡنَا قَبۡلَهُم مِّنَ ٱلۡقُرُونِ أَنَّهُمۡ إِلَيۡهِمۡ لَا يَرۡجِعُونَ,anger,have the deniers not considered how many peoples we destroyed before them who never came back to life again
36,62,سورة يس,وَلَقَدۡ أَضَلَّ مِنكُمۡ جِبِلّٗا كَثِيرًاۖ أَفَلَمۡ تَكُونُواْ تَعۡقِلُونَ,anger,yet he already misled great multitudes of you did you not have any sense
36,64,سورة يس,ٱصۡلَوۡهَا ٱلۡيَوۡمَ بِمَا كُنتُمۡ تَكۡفُرُونَ,anger,burn in it today for your disbelief
36,6,سورة يس,لِتُنذِرَ قَوۡمٗا مَّآ أُنذِرَ ءَابَآؤُهُمۡ فَهُمۡ غَٰفِلُونَ,fear,so that you may warn a people whose forefathers were not warned and so are heedless
36,17,سورة يس,وَمَا عَلَيۡنَآ إِلَّا ٱلۡبَلَٰغُ ٱلۡمُبِينُ,fear,and our duty is only to deliver the message clearly
36,33,سورة يس,وَءَايَةٞ لَّهُمُ ٱلۡأَرۡضُ ٱلۡمَيۡتَةُ أَحۡيَيۡنَٰهَا وَأَخۡرَجۡنَا مِنۡهَا حَبّٗا فَمِنۡهُ يَأۡكُلُونَ,fear,there is a sign for them in the dead earth we give it life producing grain from it for them to eat
36,37,سورة يس,وَءَايَةٞ لَّهُمُ ٱلَّيۡلُ نَسۡلَخُ مِنۡهُ ٱلنَّهَارَ فَإِذَا هُم مُّظۡلِمُونَ,fear,there is also a sign for them in the night we strip from it daylight thenbeholdthey are in darkness
36,43,سورة يس,وَإِن نَّشَأۡ نُغۡرِقۡهُمۡ فَلَا صَرِيخَ لَهُمۡ وَلَا هُمۡ يُنقَذُونَ,fear,if we willed we could drown them then no one would respond to their cries nor would they be rescued
36,47,سورة يس,وَإِذَا قِيلَ لَهُمۡ أَنفِقُواْ مِمَّا رَزَقَكُمُ ٱللَّهُ قَالَ ٱلَّذِينَ كَفَرُواْ لِلَّذِينَ ءَامَنُوٓاْ أَنُطۡعِمُ مَن لَّوۡ يَشَآءُ ٱللَّهُ أَطۡعَمَهُۥٓ إِنۡ أَنتُمۡ إِلَّا فِي ضَلَٰلٖ مُّبِينٖ,fear,and when it is said to them donate from what allah has provided for you the disbelievers say to the believers why should we feed those whom allah could have fed if he wanted to you are clearly astray
36,51,سورة يس,وَنُفِخَ فِي ٱلصُّورِ فَإِذَا هُم مِّنَ ٱلۡأَجۡدَاثِ إِلَىٰ رَبِّهِمۡ يَنسِلُونَ,fear,the trumpet will be blown a second time thenbeholdthey will rush from the graves to their lord
36,52,سورة يس,قَالُواْ يَٰوَيۡلَنَا مَنۢ بَعَثَنَا مِن مَّرۡقَدِنَاۜۗ هَٰذَا مَا وَعَدَ ٱلرَّحۡمَٰنُ وَصَدَقَ ٱلۡمُرۡسَلُونَ,fear,they will cry woe to us who has raised us up from our place of rest this must be what the most compassionate warned us of the messengers told the truth
36,61,سورة يس,وَأَنِ ٱعۡبُدُونِيۚ هَٰذَا صِرَٰطٞ مُّسۡتَقِيمٞ,fear,but to worship me alone this is the straight path
36,63,سورة يس,هَٰذِهِۦ جَهَنَّمُ ٱلَّتِي كُنتُمۡ تُوعَدُونَ,fear,this is the hell you were warned of
36,65,سورة يس,ٱلۡيَوۡمَ نَخۡتِمُ عَلَىٰٓ أَفۡوَٰهِهِمۡ وَتُكَلِّمُنَآ أَيۡدِيهِمۡ وَتَشۡهَدُ أَرۡجُلُهُم بِمَا كَانُواْ يَكۡسِبُونَ,fear,on this day we will seal their mouths their hands will speak to us and their feet will testify to what they used to commit
36,67,سورة يس,وَلَوۡ نَشَآءُ لَمَسَخۡنَٰهُمۡ عَلَىٰ مَكَانَتِهِمۡ فَمَا ٱسۡتَطَٰعُواْ مُضِيّٗا وَلَا يَرۡجِعُونَ,fear,and had we willed we could have transfigured them on the spot so they could neither progress forward nor turn back
36,75,سورة يس,لَا يَسۡتَطِيعُونَ نَصۡرَهُمۡ وَهُمۡ لَهُمۡ جُندٞ مُّحۡضَرُونَ,fear,they cannot help the pagans even though they serve the idols as dedicated guards
36,82,سورة يس,إِنَّمَآ أَمۡرُهُۥٓ إِذَآ أَرَادَ شَيۡـًٔا أَن يَقُولَ لَهُۥ كُن فَيَكُونُ,fear,all it takes when he wills something to be is simply to say to it be and it is
36,83,سورة يس,فَسُبۡحَٰنَ ٱلَّذِي بِيَدِهِۦ مَلَكُوتُ كُلِّ شَيۡءٖ وَإِلَيۡهِ تُرۡجَعُونَ,fear,so glory be to the one in whose hands is the authority over all things and to whom alone you will all be returned
36,5,سورة يس,تَنزِيلَ ٱلۡعَزِيزِ ٱلرَّحِيمِ,joy,this is a revelation from the almighty most merciful
36,26,سورة يس,قِيلَ ٱدۡخُلِ ٱلۡجَنَّةَۖ قَالَ يَٰلَيۡتَ قَوۡمِي يَعۡلَمُونَ,joy,but they killed him then he was told by the angels enter paradise he said if only my people knew
36,27,سورة يس,بِمَا غَفَرَ لِي رَبِّي وَجَعَلَنِي مِنَ ٱلۡمُكۡرَمِينَ,joy,of how my lord has forgiven me and made me one of the honourable
36,35,سورة يس,لِيَأۡكُلُواْ مِن ثَمَرِهِۦ وَمَا عَمِلَتۡهُ أَيۡدِيهِمۡۚ أَفَلَا يَشۡكُرُونَ,joy,so that they may eat from its fruit which they had no hand in making will they not then give thanks
36,38,سورة يس,وَٱلشَّمۡسُ تَجۡرِي لِمُسۡتَقَرّٖ لَّهَاۚ ذَٰلِكَ تَقۡدِيرُ ٱلۡعَزِيزِ ٱلۡعَلِيمِ,joy,the sun travels for its fixed term that is the design of the almighty allknowing
36,39,سورة يس,وَٱلۡقَمَرَ قَدَّرۡنَٰهُ مَنَازِلَ حَتَّىٰ عَادَ كَٱلۡعُرۡجُونِ ٱلۡقَدِيمِ,joy,as for the moon we have ordained precise phases for it until it ends up like an old curved palm stalk
36,41,سورة يس,وَءَايَةٞ لَّهُمۡ أَنَّا حَمَلۡنَا ذُرِّيَّتَهُمۡ فِي ٱلۡفُلۡكِ ٱلۡمَشۡحُونِ,joy,another sign for them is that we carried their ancestors with noah in the fully loaded ark
36,55,سورة يس,إِنَّ أَصۡحَٰبَ ٱلۡجَنَّةِ ٱلۡيَوۡمَ فِي شُغُلٖ فَٰكِهُونَ,joy,indeed on that day the residents of paradise will be busy enjoying themselves
36,56,سورة يس,هُمۡ وَأَزۡوَٰجُهُمۡ فِي ظِلَٰلٍ عَلَى ٱلۡأَرَآئِكِ مُتَّكِـُٔونَ,joy,they and their spouses will be in cool shade reclining on canopied couches
36,57,سورة يس,لَهُمۡ فِيهَا فَٰكِهَةٞ وَلَهُم مَّا يَدَّعُونَ,joy,there they will have fruits and whatever they desire
36,58,سورة يس,سَلَٰمٞ قَوۡلٗا مِّن رَّبّٖ رَّحِيمٖ,joy,and peace will be their greeting from the merciful lord
36,71,سورة يس,أَوَلَمۡ يَرَوۡاْ أَنَّا خَلَقۡنَا لَهُم مِّمَّا عَمِلَتۡ أَيۡدِينَآ أَنۡعَٰمٗا فَهُمۡ لَهَا مَٰلِكُونَ,joy,do they not see that we singlehandedly created for them among other things cattle which are under their control
36,73,سورة يس,وَلَهُمۡ فِيهَا مَنَٰفِعُ وَمَشَارِبُۚ أَفَلَا يَشۡكُرُونَ,joy,and they derive from them other benefits and drinks will they not then give thanks
36,10,سورة يس,وَسَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,sadness,it is the same whether you warn them or notthey will never believe
36,24,سورة يس,إِنِّيٓ إِذٗا لَّفِي ضَلَٰلٖ مُّبِينٍ,sadness,indeed i would then be clearly astray
36,68,سورة يس,وَمَن نُّعَمِّرۡهُ نُنَكِّسۡهُ فِي ٱلۡخَلۡقِۚ أَفَلَا يَعۡقِلُونَ,sadness,and whoever we grant a long life we reverse them in development will they not then understand
36,76,سورة يس,فَلَا يَحۡزُنكَ قَوۡلُهُمۡۘ إِنَّا نَعۡلَمُ مَا يُسِرُّونَ وَمَا يُعۡلِنُونَ,sadness,so do not let their words grieve you o prophet indeed we fully know what they conceal and what they reveal
35,26,سورة فاطر,ثُمَّ أَخَذۡتُ ٱلَّذِينَ كَفَرُواْۖ فَكَيۡفَ كَانَ نَكِيرِ,anger,then i seized those who persisted in disbelief how severe was my response
35,38,سورة فاطر,إِنَّ ٱللَّهَ عَٰلِمُ غَيۡبِ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ إِنَّهُۥ عَلِيمُۢ بِذَاتِ ٱلصُّدُورِ,fear,indeed allah is the knower of the unseen of the heavens and the earth he surely knows best what is hidden in the heart
35,44,سورة فاطر,أَوَلَمۡ يَسِيرُواْ فِي ٱلۡأَرۡضِ فَيَنظُرُواْ كَيۡفَ كَانَ عَٰقِبَةُ ٱلَّذِينَ مِن قَبۡلِهِمۡ وَكَانُوٓاْ أَشَدَّ مِنۡهُمۡ قُوَّةٗۚ وَمَا كَانَ ٱللَّهُ لِيُعۡجِزَهُۥ مِن شَيۡءٖ فِي ٱلسَّمَٰوَٰتِ وَلَا فِي ٱلۡأَرۡضِۚ إِنَّهُۥ كَانَ عَلِيمٗا قَدِيرٗا,fear,have they not travelled throughout the land to see what was the end of those destroyed before them they were far superior in might but there is nothing that can escape allah in the heavens or the earth he is certainly allknowing most capable
35,3,سورة فاطر,يَٰٓأَيُّهَا ٱلنَّاسُ ٱذۡكُرُواْ نِعۡمَتَ ٱللَّهِ عَلَيۡكُمۡۚ هَلۡ مِنۡ خَٰلِقٍ غَيۡرُ ٱللَّهِ يَرۡزُقُكُم مِّنَ ٱلسَّمَآءِ وَٱلۡأَرۡضِۚ لَآ إِلَٰهَ إِلَّا هُوَۖ فَأَنَّىٰ تُؤۡفَكُونَ,joy,o humanity remember allahs favours upon you is there any creator other than allah who provides for you from the heavens and the earth there is no god worthy of worship except him how can you then be deluded from the truth
35,17,سورة فاطر,وَمَا ذَٰلِكَ عَلَى ٱللَّهِ بِعَزِيزٖ,joy,and that is not difficult for allah at all
35,30,سورة فاطر,لِيُوَفِّيَهُمۡ أُجُورَهُمۡ وَيَزِيدَهُم مِّن فَضۡلِهِۦٓۚ إِنَّهُۥ غَفُورٞ شَكُورٞ,joy,so that he will reward them in full and increase them out of his grace he is truly allforgiving most appreciative
35,33,سورة فاطر,جَنَّٰتُ عَدۡنٖ يَدۡخُلُونَهَا يُحَلَّوۡنَ فِيهَا مِنۡ أَسَاوِرَ مِن ذَهَبٖ وَلُؤۡلُؤٗاۖ وَلِبَاسُهُمۡ فِيهَا حَرِيرٞ,joy,they will enter the gardens of eternity where they will be adorned with bracelets of gold and pearls and their clothing will be silk
35,34,سورة فاطر,وَقَالُواْ ٱلۡحَمۡدُ لِلَّهِ ٱلَّذِيٓ أَذۡهَبَ عَنَّا ٱلۡحَزَنَۖ إِنَّ رَبَّنَا لَغَفُورٞ شَكُورٌ,joy,and they will say praise be to allah who has kept away from us all causes of sorrow our lord is indeed allforgiving most appreciative
35,4,سورة فاطر,وَإِن يُكَذِّبُوكَ فَقَدۡ كُذِّبَتۡ رُسُلٞ مِّن قَبۡلِكَۚ وَإِلَى ٱللَّهِ تُرۡجَعُ ٱلۡأُمُورُ,sadness,if you are rejected by them so too were messengers before you and to allah all matters will be returned for judgment
35,6,سورة فاطر,إِنَّ ٱلشَّيۡطَٰنَ لَكُمۡ عَدُوّٞ فَٱتَّخِذُوهُ عَدُوًّاۚ إِنَّمَا يَدۡعُواْ حِزۡبَهُۥ لِيَكُونُواْ مِنۡ أَصۡحَٰبِ ٱلسَّعِيرِ,sadness,surely satan is an enemy to you so take him as an enemy he only invites his followers to become inmates of the blaze
34,5,سورة سبا,وَٱلَّذِينَ سَعَوۡ فِيٓ ءَايَٰتِنَا مُعَٰجِزِينَ أُوْلَٰٓئِكَ لَهُمۡ عَذَابٞ مِّن رِّجۡزٍ أَلِيمٞ,anger,as for those who strive to discredit our revelations it is they who will suffer the worst torment of agonizing pain
34,16,سورة سبا,فَأَعۡرَضُواْ فَأَرۡسَلۡنَا عَلَيۡهِمۡ سَيۡلَ ٱلۡعَرِمِ وَبَدَّلۡنَٰهُم بِجَنَّتَيۡهِمۡ جَنَّتَيۡنِ ذَوَاتَيۡ أُكُلٍ خَمۡطٖ وَأَثۡلٖ وَشَيۡءٖ مِّن سِدۡرٖ قَلِيلٖ,anger,but they turned away so we sent against them a devastating flood and replaced their orchards with two others producing bitter fruit fruitless bushes
34,17,سورة سبا,ذَٰلِكَ جَزَيۡنَٰهُم بِمَا كَفَرُواْۖ وَهَلۡ نُجَٰزِيٓ إِلَّا ٱلۡكَفُورَ,anger,this is how we rewarded them for their ingratitude would we ever punish anyone in such a way except the ungrateful
34,28,سورة سبا,وَمَآ أَرۡسَلۡنَٰكَ إِلَّا كَآفَّةٗ لِّلنَّاسِ بَشِيرٗا وَنَذِيرٗا وَلَٰكِنَّ أَكۡثَرَ ٱلنَّاسِ لَا يَعۡلَمُونَ,anger,we have sent you o prophet only as a deliverer of good news and a warner to all of humanity but most people do not know
34,34,سورة سبا,وَمَآ أَرۡسَلۡنَا فِي قَرۡيَةٖ مِّن نَّذِيرٍ إِلَّا قَالَ مُتۡرَفُوهَآ إِنَّا بِمَآ أُرۡسِلۡتُم بِهِۦ كَٰفِرُونَ,anger,whenever we sent a warner to a society its elite would say we truly reject what you have been sent with
34,35,سورة سبا,وَقَالُواْ نَحۡنُ أَكۡثَرُ أَمۡوَٰلٗا وَأَوۡلَٰدٗا وَمَا نَحۡنُ بِمُعَذَّبِينَ,anger,adding we are far superior to the believers in wealth and children and we will never be punished
34,53,سورة سبا,وَقَدۡ كَفَرُواْ بِهِۦ مِن قَبۡلُۖ وَيَقۡذِفُونَ بِٱلۡغَيۡبِ مِن مَّكَانِۭ بَعِيدٖ,anger,while they had already rejected it before guessing blindly from a place equally faraway from the hereafter
34,23,سورة سبا,وَلَا تَنفَعُ ٱلشَّفَٰعَةُ عِندَهُۥٓ إِلَّا لِمَنۡ أَذِنَ لَهُۥۚ حَتَّىٰٓ إِذَا فُزِّعَ عَن قُلُوبِهِمۡ قَالُواْ مَاذَا قَالَ رَبُّكُمۡۖ قَالُواْ ٱلۡحَقَّۖ وَهُوَ ٱلۡعَلِيُّ ٱلۡكَبِيرُ,fear,no intercession will be of any benefit with him except by those granted permission by him at last when the dread of judgment day is relieved from their hearts because they are permitted to intercede they will excitedly ask the angels what has your lord just said the angels will reply the truth and he is the most high allgreat
34,30,سورة سبا,قُل لَّكُم مِّيعَادُ يَوۡمٖ لَّا تَسۡتَـٔۡخِرُونَ عَنۡهُ سَاعَةٗ وَلَا تَسۡتَقۡدِمُونَ,fear,say o prophet a day has already been appointed for you which you can neither delay nor advance by a single moment
34,48,سورة سبا,قُلۡ إِنَّ رَبِّي يَقۡذِفُ بِٱلۡحَقِّ عَلَّٰمُ ٱلۡغُيُوبِ,fear,say surely my lord hurls the truth against falsehood he is the knower of all unseen
34,49,سورة سبا,قُلۡ جَآءَ ٱلۡحَقُّ وَمَا يُبۡدِئُ ٱلۡبَٰطِلُ وَمَا يُعِيدُ,fear,say the truth has come and falsehood will vanish never to return
34,51,سورة سبا,وَلَوۡ تَرَىٰٓ إِذۡ فَزِعُواْ فَلَا فَوۡتَ وَأُخِذُواْ مِن مَّكَانٖ قَرِيبٖ,fear,if only you could see when they will be horrified with no escape on judgment day and they will be seized from a nearby place
34,4,سورة سبا,لِّيَجۡزِيَ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِۚ أُوْلَٰٓئِكَ لَهُم مَّغۡفِرَةٞ وَرِزۡقٞ كَرِيمٞ,joy,so he may reward those who believe and do good it is they who will have forgiveness and an honourable provision
34,11,سورة سبا,أَنِ ٱعۡمَلۡ سَٰبِغَٰتٖ وَقَدِّرۡ فِي ٱلسَّرۡدِۖ وَٱعۡمَلُواْ صَٰلِحًاۖ إِنِّي بِمَا تَعۡمَلُونَ بَصِيرٞ,joy,instructing make fulllength armour perfectly balancing the links and work righteousness o family of david indeed i am allseeing of what you do
34,15,سورة سبا,لَقَدۡ كَانَ لِسَبَإٖ فِي مَسۡكَنِهِمۡ ءَايَةٞۖ جَنَّتَانِ عَن يَمِينٖ وَشِمَالٖۖ كُلُواْ مِن رِّزۡقِ رَبِّكُمۡ وَٱشۡكُرُواْ لَهُۥۚ بَلۡدَةٞ طَيِّبَةٞ وَرَبٌّ غَفُورٞ,sadness,indeed there was a sign for the tribe of sheba in their homeland two orchardsone to the right and the other to the left they were told eat from the provision of your lord and be grateful to him yours is a good land and a forgiving lord
34,20,سورة سبا,وَلَقَدۡ صَدَّقَ عَلَيۡهِمۡ إِبۡلِيسُ ظَنَّهُۥ فَٱتَّبَعُوهُ إِلَّا فَرِيقٗا مِّنَ ٱلۡمُؤۡمِنِينَ,sadness,indeed iblis assumption about them has come true so they all follow him except a group of true believers
34,52,سورة سبا,وَقَالُوٓاْ ءَامَنَّا بِهِۦ وَأَنَّىٰ لَهُمُ ٱلتَّنَاوُشُ مِن مَّكَانِۭ بَعِيدٖ,sadness,they will then cry we do now believe in it all but how could they possibly attain faith from a place so faroff from the world
34,54,سورة سبا,وَحِيلَ بَيۡنَهُمۡ وَبَيۡنَ مَا يَشۡتَهُونَ كَمَا فُعِلَ بِأَشۡيَاعِهِم مِّن قَبۡلُۚ إِنَّهُمۡ كَانُواْ فِي شَكّٖ مُّرِيبِۭ,sadness,they will be sealed off from whatever they desire as was done to their counterparts before indeed they were all in alarming doubt
33,2,سورة الاحزاب,وَٱتَّبِعۡ مَا يُوحَىٰٓ إِلَيۡكَ مِن رَّبِّكَۚ إِنَّ ٱللَّهَ كَانَ بِمَا تَعۡمَلُونَ خَبِيرٗا,anger,follow what is revealed to you from your lord surely allah is allaware of what you all do
33,57,سورة الاحزاب,إِنَّ ٱلَّذِينَ يُؤۡذُونَ ٱللَّهَ وَرَسُولَهُۥ لَعَنَهُمُ ٱللَّهُ فِي ٱلدُّنۡيَا وَٱلۡأٓخِرَةِ وَأَعَدَّ لَهُمۡ عَذَابٗا مُّهِينٗا,anger,surely those who offend allah are condemned by allah in this world and the hereafter and he has prepared for them a humiliating punishment
33,58,سورة الاحزاب,وَٱلَّذِينَ يُؤۡذُونَ ٱلۡمُؤۡمِنِينَ وَٱلۡمُؤۡمِنَٰتِ بِغَيۡرِ مَا ٱكۡتَسَبُواْ فَقَدِ ٱحۡتَمَلُواْ بُهۡتَٰنٗا وَإِثۡمٗا مُّبِينٗا,anger,as for those who abuse believing men and women unjustifiably they will definitely bear the guilt of slander and blatant sin
33,68,سورة الاحزاب,رَبَّنَآ ءَاتِهِمۡ ضِعۡفَيۡنِ مِنَ ٱلۡعَذَابِ وَٱلۡعَنۡهُمۡ لَعۡنٗا كَبِيرٗا,anger,our lord give them double our punishment and condemn them tremendously
33,11,سورة الاحزاب,هُنَالِكَ ٱبۡتُلِيَ ٱلۡمُؤۡمِنُونَ وَزُلۡزِلُواْ زِلۡزَالٗا شَدِيدٗا,fear,then and there the believers were put to the test and were violently shaken
33,15,سورة الاحزاب,وَلَقَدۡ كَانُواْ عَٰهَدُواْ ٱللَّهَ مِن قَبۡلُ لَا يُوَلُّونَ ٱلۡأَدۡبَٰرَۚ وَكَانَ عَهۡدُ ٱللَّهِ مَسۡـُٔولٗا,fear,they had already pledged to allah earlier never to turn their backs in retreat and a pledge to allah must be answered for
33,16,سورة الاحزاب,قُل لَّن يَنفَعَكُمُ ٱلۡفِرَارُ إِن فَرَرۡتُم مِّنَ ٱلۡمَوۡتِ أَوِ ٱلۡقَتۡلِ وَإِذٗا لَّا تُمَتَّعُونَ إِلَّا قَلِيلٗا,fear,say o prophet fleeing will not benefit you if you try to escape a natural or violent death if it is not your time you will only be allowed enjoyment for a little while
33,17,سورة الاحزاب,قُلۡ مَن ذَا ٱلَّذِي يَعۡصِمُكُم مِّنَ ٱللَّهِ إِنۡ أَرَادَ بِكُمۡ سُوٓءًا أَوۡ أَرَادَ بِكُمۡ رَحۡمَةٗۚ وَلَا يَجِدُونَ لَهُم مِّن دُونِ ٱللَّهِ وَلِيّٗا وَلَا نَصِيرٗا,fear,ask them o  prophet who can put you out of allahs reach if he intends to harm you or show you mercy they can never find any protector or helper besides allah
33,48,سورة الاحزاب,وَلَا تُطِعِ ٱلۡكَٰفِرِينَ وَٱلۡمُنَٰفِقِينَ وَدَعۡ أَذَىٰهُمۡ وَتَوَكَّلۡ عَلَى ٱللَّهِۚ وَكَفَىٰ بِٱللَّهِ وَكِيلٗا,fear,do not yield to the disbelievers and the hypocrites overlook their annoyances and put your trust in allah for allah is sufficient as a trustee of affairs
33,54,سورة الاحزاب,إِن تُبۡدُواْ شَيۡـًٔا أَوۡ تُخۡفُوهُ فَإِنَّ ٱللَّهَ كَانَ بِكُلِّ شَيۡءٍ عَلِيمٗا,fear,whether you reveal something or conceal it surely allah has perfect knowledge of all things
33,63,سورة الاحزاب,يَسۡـَٔلُكَ ٱلنَّاسُ عَنِ ٱلسَّاعَةِۖ قُلۡ إِنَّمَا عِلۡمُهَا عِندَ ٱللَّهِۚ وَمَا يُدۡرِيكَ لَعَلَّ ٱلسَّاعَةَ تَكُونُ قَرِيبًا,fear,people ask you o prophet about the hour say that knowledge is only with allah you never know perhaps the hour is near
33,70,سورة الاحزاب,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُواْ ٱتَّقُواْ ٱللَّهَ وَقُولُواْ قَوۡلٗا سَدِيدٗا,fear,o  believers be mindful of allah and say what is right
33,21,سورة الاحزاب,لَّقَدۡ كَانَ لَكُمۡ فِي رَسُولِ ٱللَّهِ أُسۡوَةٌ حَسَنَةٞ لِّمَن كَانَ يَرۡجُواْ ٱللَّهَ وَٱلۡيَوۡمَ ٱلۡأٓخِرَ وَذَكَرَ ٱللَّهَ كَثِيرٗا,joy,indeed in the messenger of allah you have an excellent example for whoever has hope in allah and the last day and remembers allah often
